country,year,suicide,internet,population,foodsupply
Tajikistan,1994,287.0,0.0,5680000.0,2030.0
Tajikistan,1995,284.0,0.0,5760000.0,1970.0
Tajikistan,1996,283.0,0.0,5850000.0,1930.0
Tajikistan,1997,281.0,0.0,5940000.0,1910.0
Tajikistan,1998,277.0,0.0,6030000.0,1940.0
Tajikistan,1999,278.0,0.0328,6120000.0,1940.0
Tajikistan,2000,282.0,0.0486,6220000.0,1960.0
Tajikistan,2001,287.0,0.0513,6320000.0,1960.0
Tajikistan,2002,290.0,0.0555,6430000.0,1940.0
Tajikistan,2003,296.0,0.0646,6540000.0,1960.0
Tajikistan,2004,302.0,0.0775,6660000.0,1980.0
Tajikistan,2005,307.0,0.299,6790000.0,2060.0
Tajikistan,2006,323.0,3.77,6920000.0,2060.0
Tajikistan,2007,336.0,7.2,7060000.0,2060.0
Tajikistan,2008,346.0,8.78,7210000.0,2080.0
Tajikistan,2009,350.0,10.1,7360000.0,2100.0
Tajikistan,2010,348.0,11.6,7530000.0,2110.0
Tajikistan,2011,342.0,13.0,7700000.0,2050.0
Tajikistan,2012,354.0,14.5,7870000.0,2160.0
Tajikistan,2013,364.0,16.0,8060000.0,2200.0
Tanzania,1990,1480.0,0.0,25200000.0,2190.0
Tanzania,1991,1530.0,0.0,26100000.0,2230.0
Tanzania,1992,1590.0,0.0,27000000.0,2150.0
Tanzania,1993,1650.0,0.0,27900000.0,2100.0
Tanzania,1994,1740.0,0.0,28800000.0,2080.0
Tanzania,1995,1780.0,0.0,29600000.0,2030.0
Tanzania,1996,1830.0,0.00162,30400000.0,2040.0
Tanzania,1997,1870.0,0.0079,31200000.0,2000.0
Tanzania,1998,1930.0,0.00924,31900000.0,2080.0
Tanzania,1999,1980.0,0.0751,32700000.0,2060.0
Tanzania,2000,1990.0,0.11699999999999999,33500000.0,2010.0
Tanzania,2001,1990.0,0.171,34400000.0,2030.0
Tanzania,2002,1970.0,0.222,35300000.0,2110.0
Tanzania,2003,2000.0,0.677,36300000.0,1980.0
Tanzania,2004,2020.0,0.878,37400000.0,2100.0
Tanzania,2005,2110.0,1.1,38500000.0,2130.0
Tanzania,2006,2180.0,1.3,39500000.0,2140.0
Tanzania,2007,2230.0,1.6,40700000.0,2220.0
Tanzania,2008,2310.0,1.9,41900000.0,2130.0
Tanzania,2009,2390.0,2.4,43100000.0,2130.0
Tanzania,2010,2490.0,2.9,44300000.0,2100.0
Tanzania,2011,2580.0,3.2,45700000.0,2200.0
Tanzania,2012,2700.0,3.95,47100000.0,2190.0
Tanzania,2013,2820.0,4.4,48500000.0,2210.0
Thailand,1990,7410.0,0.0,56600000.0,2180.0
Thailand,1991,7800.0,5e-05,57200000.0,2260.0
Thailand,1992,8290.0,0.00033999999999999997,57800000.0,2270.0
Thailand,1993,9010.0,0.0136,58300000.0,2270.0
Thailand,1994,9670.0,0.0386,58900000.0,2360.0
Thailand,1995,10200.0,0.0748,59500000.0,2420.0
Thailand,1996,10500.0,0.115,60100000.0,2560.0
Thailand,1997,10400.0,0.361,60800000.0,2540.0
Thailand,1998,10500.0,1.09,61600000.0,2600.0
Thailand,1999,10600.0,2.43,62300000.0,2560.0
Thailand,2000,10500.0,3.69,63000000.0,2600.0
Thailand,2001,10300.0,5.56,63500000.0,2580.0
Thailand,2002,10200.0,7.53,64100000.0,2630.0
Thailand,2003,9940.0,9.3,64500000.0,2640.0
Thailand,2004,9170.0,10.7,65000000.0,2650.0
Thailand,2005,8500.0,15.0,65400000.0,2720.0
Thailand,2006,8570.0,17.2,65800000.0,2800.0
Thailand,2007,8530.0,20.0,66200000.0,2770.0
Thailand,2008,8520.0,18.2,66500000.0,2760.0
Thailand,2009,8450.0,20.1,66900000.0,2730.0
Thailand,2010,8380.0,22.4,67200000.0,2760.0
Thailand,2011,8370.0,23.7,67500000.0,2760.0
Thailand,2012,8370.0,26.5,67800000.0,2780.0
Thailand,2013,8320.0,28.9,68100000.0,2780.0
Timor-Leste,1990,72.1,0.0,738000.0,1820.0
Timor-Leste,1991,73.9,0.0,760000.0,1930.0
Timor-Leste,1992,75.0,0.0,783000.0,1990.0
Timor-Leste,1993,75.5,0.0,807000.0,2030.0
Timor-Leste,1994,75.4,0.0,828000.0,2010.0
Timor-Leste,1995,74.6,0.0,844000.0,2030.0
Timor-Leste,1996,70.1,0.0,855000.0,1890.0
Timor-Leste,1997,65.3,0.0,862000.0,1920.0
Timor-Leste,1998,61.9,0.0,867000.0,1800.0
Timor-Leste,1999,58.1,0.0,873000.0,1830.0
Timor-Leste,2000,55.4,0.0,884000.0,1870.0
Timor-Leste,2001,55.3,0.0,901000.0,1940.0
Timor-Leste,2002,56.7,0.0,923000.0,2060.0
Timor-Leste,2003,59.4,0.0,947000.0,2060.0
Timor-Leste,2004,60.4,0.0,972000.0,2040.0
Timor-Leste,2005,59.5,0.099,995000.0,2030.0
Timor-Leste,2006,58.6,0.5,1020000.0,2040.0
Timor-Leste,2007,57.9,1.0,1040000.0,2050.0
Timor-Leste,2008,57.9,1.5,1060000.0,2060.0
Timor-Leste,2009,58.6,2.0,1070000.0,2040.0
Timor-Leste,2010,59.3,3.0,1090000.0,2080.0
Timor-Leste,2011,59.6,4.0,1110000.0,2110.0
Timor-Leste,2012,60.0,7.0,1130000.0,2150.0
Timor-Leste,2013,60.8,11.0,1150000.0,2130.0
Togo,1990,237.0,0.0,3770000.0,2090.0
Togo,1991,247.0,0.0,3860000.0,1930.0
Togo,1992,257.0,0.0,3950000.0,1900.0
Togo,1993,271.0,0.0,4030000.0,1960.0
Togo,1994,287.0,0.0,4120000.0,2040.0
Togo,1995,300.0,0.0,4230000.0,2050.0
Togo,1996,315.0,0.0109,4350000.0,2110.0
Togo,1997,343.0,0.21100000000000002,4490000.0,2150.0
Togo,1998,365.0,0.306,4630000.0,2120.0
Togo,1999,366.0,0.59,4780000.0,2150.0
Togo,2000,378.0,0.8,4920000.0,2170.0
Togo,2001,389.0,0.9,5060000.0,2160.0
Togo,2002,400.0,1.0,5200000.0,2160.0
Togo,2003,429.0,1.2,5330000.0,2200.0
Togo,2004,432.0,1.5,5470000.0,2250.0
Togo,2005,449.0,1.8,5610000.0,2240.0
Togo,2006,462.0,2.0,5760000.0,2280.0
Togo,2007,482.0,2.2,5920000.0,2300.0
Togo,2008,510.0,2.4,6080000.0,2320.0
Togo,2009,522.0,2.6,6250000.0,2340.0
Togo,2010,540.0,3.0,6420000.0,2370.0
Togo,2011,554.0,3.5,6600000.0,2380.0
Togo,2012,567.0,4.0,6770000.0,2410.0
Togo,2013,587.0,4.5,6950000.0,2450.0
Trinidad and Tobago,1990,155.0,0.0,1220000.0,2630.0
Trinidad and Tobago,1991,158.0,0.0,1230000.0,2670.0
Trinidad and Tobago,1992,162.0,0.0,1240000.0,2570.0
Trinidad and Tobago,1993,166.0,0.0,1240000.0,2550.0
Trinidad and Tobago,1994,167.0,0.0,1250000.0,2550.0
Trinidad and Tobago,1995,175.0,0.158,1250000.0,2600.0
Trinidad and Tobago,1996,172.0,0.39299999999999996,1260000.0,2640.0
Trinidad and Tobago,1997,175.0,1.17,1260000.0,2620.0
Trinidad and Tobago,1998,177.0,2.72,1260000.0,2660.0
Trinidad and Tobago,1999,172.0,5.81,1260000.0,2670.0
Trinidad and Tobago,2000,175.0,7.72,1270000.0,2780.0
Trinidad and Tobago,2001,175.0,15.4,1270000.0,2830.0
Trinidad and Tobago,2002,175.0,22.0,1280000.0,2790.0
Trinidad and Tobago,2003,172.0,26.0,1280000.0,2750.0
Trinidad and Tobago,2004,175.0,27.0,1290000.0,2780.0
Trinidad and Tobago,2005,173.0,29.0,1300000.0,2760.0
Trinidad and Tobago,2006,172.0,30.0,1300000.0,2800.0
Trinidad and Tobago,2007,174.0,32.3,1310000.0,2850.0
Trinidad and Tobago,2008,178.0,34.8,1310000.0,2830.0
Trinidad and Tobago,2009,177.0,44.3,1320000.0,2840.0
Trinidad and Tobago,2010,176.0,48.5,1330000.0,2840.0
Trinidad and Tobago,2011,177.0,55.2,1340000.0,2910.0
Trinidad and Tobago,2012,177.0,59.5,1340000.0,2990.0
Trinidad and Tobago,2013,176.0,63.8,1350000.0,3050.0
Tunisia,1990,242.0,0.0,8240000.0,3150.0
Tunisia,1991,252.0,0.0,8430000.0,3110.0
Tunisia,1992,262.0,0.0,8610000.0,3140.0
Tunisia,1993,273.0,0.0,8800000.0,3170.0
Tunisia,1994,283.0,0.007379999999999999,8970000.0,3110.0
Tunisia,1995,292.0,0.0112,9130000.0,3130.0
Tunisia,1996,300.0,0.0276,9270000.0,3200.0
Tunisia,1997,309.0,0.0437,9400000.0,3250.0
Tunisia,1998,316.0,0.10800000000000001,9510000.0,3300.0
Tunisia,1999,328.0,1.6,9610000.0,3370.0
Tunisia,2000,340.0,2.75,9710000.0,3250.0
Tunisia,2001,350.0,4.3,9790000.0,3260.0
Tunisia,2002,359.0,5.25,9870000.0,3190.0
Tunisia,2003,368.0,6.49,9950000.0,3240.0
Tunisia,2004,377.0,8.53,10000000.0,3250.0
Tunisia,2005,385.0,9.66,10100000.0,3220.0
Tunisia,2006,395.0,13.0,10200000.0,3270.0
Tunisia,2007,402.0,17.1,10300000.0,3250.0
Tunisia,2008,406.0,27.5,10400000.0,3300.0
Tunisia,2009,411.0,34.1,10500000.0,3340.0
Tunisia,2010,417.0,36.8,10600000.0,3330.0
Tunisia,2011,421.0,39.1,10700000.0,3360.0
Tunisia,2012,425.0,41.4,10800000.0,3390.0
Tunisia,2013,428.0,43.8,11000000.0,3350.0
Turkey,1990,2080.0,0.0,53900000.0,3780.0
Turkey,1991,2230.0,0.0,54800000.0,3720.0
Turkey,1992,2310.0,0.0,55700000.0,3710.0
Turkey,1993,2420.0,0.008459999999999999,56700000.0,3730.0
Turkey,1994,2510.0,0.0499,57600000.0,3730.0
Turkey,1995,2570.0,0.0817,58500000.0,3720.0
Turkey,1996,2560.0,0.193,59400000.0,3690.0
Turkey,1997,2600.0,0.474,60400000.0,3600.0
Turkey,1998,2550.0,0.6990000000000001,61300000.0,3660.0
Turkey,1999,2710.0,2.29,62300000.0,3620.0
Turkey,2000,2540.0,3.76,63200000.0,3660.0
Turkey,2001,2470.0,5.19,64200000.0,3620.0
Turkey,2002,2380.0,11.4,65100000.0,3610.0
Turkey,2003,2510.0,12.3,66100000.0,3590.0
Turkey,2004,2460.0,14.6,67000000.0,3610.0
Turkey,2005,2450.0,15.5,67900000.0,3610.0
Turkey,2006,2430.0,18.2,68800000.0,3650.0
Turkey,2007,2280.0,28.6,69600000.0,3630.0
Turkey,2008,2170.0,34.4,70400000.0,3600.0
Turkey,2009,2290.0,36.4,71300000.0,3620.0
Turkey,2010,2220.0,39.8,72300000.0,3650.0
Turkey,2011,2230.0,43.1,73400000.0,3670.0
Turkey,2012,2250.0,45.1,74700000.0,3690.0
Turkey,2013,2380.0,46.3,75900000.0,3710.0
Turkmenistan,1990,296.0,0.0,3680000.0,2569.5348837209303
Turkmenistan,1991,302.0,0.0,3790000.0,2540.0
Turkmenistan,1992,310.0,0.0,3900000.0,2560.0
Turkmenistan,1993,314.0,0.0,4010000.0,2580.0
Turkmenistan,1994,330.0,0.0,4120000.0,2550.0
Turkmenistan,1995,347.0,0.0,4210000.0,2540.0
Turkmenistan,1996,365.0,0.0,4290000.0,2510.0
Turkmenistan,1997,399.0,0.0,4360000.0,2540.0
Turkmenistan,1998,438.0,0.0,4410000.0,2560.0
Turkmenistan,1999,476.0,0.045,4470000.0,2600.0
Turkmenistan,2000,512.0,0.133,4520000.0,2610.0
Turkmenistan,2001,541.0,0.175,4560000.0,2620.0
Turkmenistan,2002,557.0,0.302,4610000.0,2680.0
Turkmenistan,2003,566.0,0.425,4660000.0,2740.0
Turkmenistan,2004,573.0,0.754,4700000.0,2810.0
Turkmenistan,2005,577.0,0.997,4750000.0,2830.0
Turkmenistan,2006,568.0,1.32,4810000.0,2840.0
Turkmenistan,2007,543.0,1.41,4870000.0,2900.0
Turkmenistan,2008,521.0,1.75,4940000.0,2870.0
Turkmenistan,2009,498.0,1.95,5010000.0,2870.0
Turkmenistan,2010,484.0,3.0,5090000.0,2870.0
Turkmenistan,2011,471.0,5.0,5170000.0,2850.0
Turkmenistan,2012,461.0,7.2,5270000.0,2840.0
Turkmenistan,2013,452.0,9.6,5370000.0,2840.0
Uganda,1990,1760.0,0.0,17400000.0,2330.0
Uganda,1991,1900.0,0.0,18000000.0,2270.0
Uganda,1992,1970.0,0.0,18600000.0,2220.0
Uganda,1993,2060.0,0.0,19200000.0,2240.0
Uganda,1994,2160.0,0.0,19800000.0,2230.0
Uganda,1995,2240.0,0.00286,20400000.0,2240.0
Uganda,1996,2340.0,0.00463,21000000.0,2130.0
Uganda,1997,2380.0,0.0103,21700000.0,2160.0
Uganda,1998,2500.0,0.0653,22300000.0,2270.0
Uganda,1999,2590.0,0.106,23000000.0,2250.0
Uganda,2000,2730.0,0.16399999999999998,23700000.0,2270.0
Uganda,2001,2770.0,0.23800000000000002,24400000.0,2280.0
Uganda,2002,2780.0,0.384,25200000.0,2330.0
Uganda,2003,2810.0,0.465,26000000.0,2380.0
Uganda,2004,2860.0,0.72,26800000.0,2350.0
Uganda,2005,2920.0,1.74,27700000.0,2330.0
Uganda,2006,2970.0,2.53,28600000.0,2280.0
Uganda,2007,3010.0,3.67,29500000.0,2210.0
Uganda,2008,3020.0,7.9,30400000.0,2180.0
Uganda,2009,3060.0,9.78,31400000.0,2190.0
Uganda,2010,3070.0,12.5,32400000.0,2200.0
Uganda,2011,3110.0,13.0,33500000.0,2180.0
Uganda,2012,3150.0,14.1,34600000.0,2160.0
Uganda,2013,3230.0,15.5,35700000.0,2130.0
Ukraine,1990,12500.0,0.0,51500000.0,3780.864197530864
Ukraine,1991,13400.0,0.0,51500000.0,3500.0
Ukraine,1992,14600.0,0.0,51400000.0,3370.0
Ukraine,1993,15700.0,0.00078,51300000.0,3240.0
Ukraine,1994,17100.0,0.0136,51100000.0,2980.0
Ukraine,1995,19000.0,0.0431,50900000.0,2880.0
Ukraine,1996,19000.0,0.0986,50600000.0,2800.0
Ukraine,1997,18400.0,0.19899999999999998,50200000.0,2850.0
Ukraine,1998,17500.0,0.301,49700000.0,2830.0
Ukraine,1999,17800.0,0.405,49300000.0,2780.0
Ukraine,2000,18100.0,0.716,48800000.0,2900.0
Ukraine,2001,17300.0,1.24,48400000.0,2990.0
Ukraine,2002,16800.0,1.87,48000000.0,3050.0
Ukraine,2003,16400.0,3.15,47600000.0,3050.0
Ukraine,2004,16200.0,3.49,47200000.0,3190.0
Ukraine,2005,16000.0,3.75,46900000.0,3210.0
Ukraine,2006,15000.0,4.51,46600000.0,3240.0
Ukraine,2007,15200.0,6.55,46400000.0,3250.0
Ukraine,2008,14700.0,11.0,46200000.0,3300.0
Ukraine,2009,12700.0,17.9,46000000.0,3170.0
Ukraine,2010,11800.0,23.3,45800000.0,3140.0
Ukraine,2011,11200.0,28.7,45600000.0,3180.0
Ukraine,2012,11300.0,35.3,45500000.0,3160.0
Ukraine,2013,11300.0,41.0,45300000.0,3140.0
United Arab Emirates,1990,70.8,0.0,1830000.0,3080.0
United Arab Emirates,1991,77.6,0.0,1940000.0,3070.0
United Arab Emirates,1992,84.2,0.0,2050000.0,3200.0
United Arab Emirates,1993,91.7,0.0,2170000.0,3230.0
United Arab Emirates,1994,99.2,0.0,2290000.0,3320.0
United Arab Emirates,1995,111.0,0.10300000000000001,2420000.0,3260.0
United Arab Emirates,1996,117.0,0.375,2540000.0,3250.0
United Arab Emirates,1997,125.0,3.3,2670000.0,3260.0
United Arab Emirates,1998,129.0,6.91,2810000.0,3310.0
United Arab Emirates,1999,136.0,14.9,2970000.0,3380.0
United Arab Emirates,2000,143.0,23.6,3130000.0,3300.0
United Arab Emirates,2001,152.0,26.3,3300000.0,3320.0
United Arab Emirates,2002,163.0,28.3,3480000.0,3360.0
United Arab Emirates,2003,194.0,29.5,3710000.0,3340.0
United Arab Emirates,2004,229.0,30.1,4070000.0,3290.0
United Arab Emirates,2005,256.0,40.0,4590000.0,3210.0
United Arab Emirates,2006,293.0,52.0,5300000.0,3200.0
United Arab Emirates,2007,347.0,61.0,6170000.0,3190.0
United Arab Emirates,2008,312.0,63.0,7090000.0,3150.0
United Arab Emirates,2009,358.0,64.0,7920000.0,3170.0
United Arab Emirates,2010,399.0,68.0,8550000.0,3160.0
United Arab Emirates,2011,423.0,78.0,8950000.0,3210.0
United Arab Emirates,2012,436.0,85.0,9140000.0,3230.0
United Arab Emirates,2013,443.0,88.0,9200000.0,3280.0
United Kingdom,1990,6320.0,0.0874,57100000.0,3240.0
United Kingdom,1991,6280.0,0.174,57300000.0,3210.0
United Kingdom,1992,6240.0,0.261,57400000.0,3270.0
United Kingdom,1993,6180.0,0.52,57600000.0,3220.0
United Kingdom,1994,6110.0,1.04,57800000.0,3240.0
United Kingdom,1995,6080.0,1.9,57900000.0,3190.0
United Kingdom,1996,6030.0,4.12,58100000.0,3270.0
United Kingdom,1997,5970.0,7.39,58300000.0,3330.0
United Kingdom,1998,5970.0,13.7,58500000.0,3350.0
United Kingdom,1999,5930.0,21.3,58700000.0,3400.0
United Kingdom,2000,5840.0,26.8,58900000.0,3360.0
United Kingdom,2001,5710.0,33.5,59100000.0,3400.0
United Kingdom,2002,5640.0,56.5,59300000.0,3420.0
United Kingdom,2003,5570.0,64.8,59600000.0,3400.0
United Kingdom,2004,5540.0,65.6,59900000.0,3450.0
United Kingdom,2005,5490.0,70.0,60300000.0,3440.0
United Kingdom,2006,5520.0,68.8,60800000.0,3440.0
United Kingdom,2007,5520.0,75.1,61500000.0,3420.0
United Kingdom,2008,5590.0,78.4,62100000.0,3420.0
United Kingdom,2009,5590.0,83.6,62800000.0,3410.0
United Kingdom,2010,5600.0,85.0,63500000.0,3400.0
United Kingdom,2011,5620.0,85.4,64000000.0,3420.0
United Kingdom,2012,5620.0,87.5,64500000.0,3400.0
United Kingdom,2013,5680.0,89.8,65000000.0,3420.0
United States,1990,34600.0,0.785,252000000.0,3490.0
United States,1991,34700.0,1.16,255000000.0,3520.0
United States,1992,34900.0,1.72,257000000.0,3560.0
United States,1993,35300.0,2.27,260000000.0,3610.0
United States,1994,35500.0,4.86,262000000.0,3670.0
United States,1995,35600.0,9.24,265000000.0,3580.0
United States,1996,35400.0,16.4,268000000.0,3590.0
United States,1997,35300.0,21.6,272000000.0,3650.0
United States,1998,35300.0,30.1,275000000.0,3660.0
United States,1999,35200.0,35.8,279000000.0,3670.0
United States,2000,35700.0,43.1,282000000.0,3760.0
United States,2001,36400.0,49.1,285000000.0,3710.0
United States,2002,37200.0,58.8,287000000.0,3780.0
United States,2003,37800.0,61.7,290000000.0,3780.0
United States,2004,38300.0,64.8,292000000.0,3810.0
United States,2005,39000.0,68.0,295000000.0,3830.0
United States,2006,39700.0,68.9,298000000.0,3780.0
United States,2007,40400.0,75.0,301000000.0,3760.0
United States,2008,41000.0,74.0,303000000.0,3700.0
United States,2009,41600.0,71.0,306000000.0,3650.0
United States,2010,42300.0,71.7,309000000.0,3650.0
United States,2011,43100.0,69.7,312000000.0,3650.0
United States,2012,43900.0,74.7,314000000.0,3690.0
United States,2013,44700.0,71.4,316000000.0,3680.0
Uruguay,1990,387.0,0.0,3110000.0,2530.0
Uruguay,1991,421.0,0.0,3130000.0,2700.0
Uruguay,1992,426.0,0.0,3150000.0,2760.0
Uruguay,1993,439.0,0.0,3180000.0,2750.0
Uruguay,1994,450.0,0.0625,3200000.0,2780.0
Uruguay,1995,472.0,0.31,3220000.0,2680.0
Uruguay,1996,486.0,1.85,3250000.0,2820.0
Uruguay,1997,517.0,3.36,3270000.0,2810.0
Uruguay,1998,549.0,6.99,3290000.0,2820.0
Uruguay,1999,560.0,9.97,3310000.0,2830.0
Uruguay,2000,579.0,10.5,3320000.0,2810.0
Uruguay,2001,589.0,11.1,3330000.0,2870.0
Uruguay,2002,611.0,11.4,3330000.0,2840.0
Uruguay,2003,602.0,15.9,3320000.0,2840.0
Uruguay,2004,598.0,17.1,3320000.0,2830.0
Uruguay,2005,594.0,20.1,3320000.0,2810.0
Uruguay,2006,605.0,29.4,3330000.0,2820.0
Uruguay,2007,615.0,34.0,3330000.0,2890.0
Uruguay,2008,611.0,39.3,3340000.0,2960.0
Uruguay,2009,617.0,41.8,3350000.0,2980.0
Uruguay,2010,629.0,46.4,3360000.0,2980.0
Uruguay,2011,636.0,51.4,3370000.0,3010.0
Uruguay,2012,647.0,54.5,3380000.0,3020.0
Uruguay,2013,645.0,57.7,3390000.0,3050.0
Uzbekistan,1990,1610.0,0.0,20400000.0,2740.0738007380073
Uzbekistan,1991,1660.0,0.0,20900000.0,2730.0
Uzbekistan,1992,1730.0,0.0,21400000.0,2720.0
Uzbekistan,1993,1830.0,0.0,21900000.0,2710.0
Uzbekistan,1994,1940.0,0.0,22300000.0,2700.0
Uzbekistan,1995,2100.0,0.0015300000000000001,22800000.0,2660.0
Uzbekistan,1996,2260.0,0.0042899999999999995,23200000.0,2590.0
Uzbekistan,1997,2380.0,0.0105,23600000.0,2540.0
Uzbekistan,1998,2420.0,0.0208,24000000.0,2500.0
Uzbekistan,1999,2550.0,0.0307,24400000.0,2430.0
Uzbekistan,2000,2650.0,0.484,24800000.0,2370.0
Uzbekistan,2001,2720.0,0.598,25100000.0,2290.0
Uzbekistan,2002,2720.0,1.08,25400000.0,2290.0
Uzbekistan,2003,2720.0,1.91,25700000.0,2350.0
Uzbekistan,2004,2790.0,2.59,26100000.0,2390.0
Uzbekistan,2005,2850.0,3.34,26400000.0,2470.0
Uzbekistan,2006,2940.0,6.39,26800000.0,2560.0
Uzbekistan,2007,3010.0,7.49,27200000.0,2580.0
Uzbekistan,2008,3050.0,9.08,27600000.0,2600.0
Uzbekistan,2009,3090.0,11.9,28100000.0,2610.0
Uzbekistan,2010,3110.0,15.9,28500000.0,2650.0
Uzbekistan,2011,3220.0,18.6,29000000.0,2690.0
Uzbekistan,2012,3300.0,23.6,29400000.0,2730.0
Uzbekistan,2013,3360.0,26.8,29900000.0,2760.0
Vanuatu,1990,21.8,0.0,147000.0,2570.0
Vanuatu,1991,22.9,0.0,151000.0,2560.0
Vanuatu,1992,24.1,0.0,155000.0,2550.0
Vanuatu,1993,25.0,0.0,160000.0,2520.0
Vanuatu,1994,25.8,0.0,164000.0,2530.0
Vanuatu,1995,26.5,0.0,168000.0,2540.0
Vanuatu,1996,26.9,0.0568,172000.0,2630.0
Vanuatu,1997,27.4,0.14,175000.0,2680.0
Vanuatu,1998,28.0,0.27399999999999997,178000.0,2720.0
Vanuatu,1999,28.5,0.5379999999999999,181000.0,2720.0
Vanuatu,2000,28.9,2.11,185000.0,2700.0
Vanuatu,2001,29.5,2.83,189000.0,2670.0
Vanuatu,2002,30.3,3.51,194000.0,2700.0
Vanuatu,2003,31.0,3.9,199000.0,2750.0
Vanuatu,2004,31.8,4.75,204000.0,2750.0
Vanuatu,2005,32.6,5.08,209000.0,2780.0
Vanuatu,2006,33.5,5.85,214000.0,2800.0
Vanuatu,2007,34.5,6.8,219000.0,2860.0
Vanuatu,2008,35.2,7.27,225000.0,2860.0
Vanuatu,2009,35.9,7.5,230000.0,2860.0
Vanuatu,2010,36.5,8.0,236000.0,2860.0
Vanuatu,2011,37.1,9.2,243000.0,2840.0
Vanuatu,2012,37.8,10.6,250000.0,2820.0
Vanuatu,2013,38.6,11.3,257000.0,2840.0
Venezuela,1990,1160.0,0.0,19600000.0,2360.0
Venezuela,1991,1250.0,0.0,20100000.0,2420.0
Venezuela,1992,1350.0,0.0121,20600000.0,2520.0
Venezuela,1993,1450.0,0.0416,21000000.0,2400.0
Venezuela,1994,1570.0,0.0555,21500000.0,2370.0
Venezuela,1995,1660.0,0.122,21900000.0,2430.0
Venezuela,1996,1730.0,0.248,22400000.0,2380.0
Venezuela,1997,1790.0,0.391,22800000.0,2280.0
Venezuela,1998,1940.0,1.38,23300000.0,2350.0
Venezuela,1999,2010.0,2.84,23700000.0,2340.0
Venezuela,2000,2120.0,3.36,24200000.0,2450.0
Venezuela,2001,2220.0,4.64,24600000.0,2510.0
Venezuela,2002,2270.0,4.91,25100000.0,2220.0
Venezuela,2003,2390.0,7.5,25600000.0,2420.0
Venezuela,2004,2340.0,8.4,26000000.0,2490.0
Venezuela,2005,2340.0,12.6,26400000.0,2490.0
Venezuela,2006,2460.0,15.2,26900000.0,2510.0
Venezuela,2007,2560.0,20.8,27200000.0,2610.0
Venezuela,2008,2640.0,25.9,27600000.0,2810.0
Venezuela,2009,2680.0,32.7,28000000.0,2860.0
Venezuela,2010,2610.0,37.4,28400000.0,2810.0
Venezuela,2011,2660.0,40.2,28900000.0,2800.0
Venezuela,2012,2780.0,49.1,29400000.0,2690.0
Venezuela,2013,2760.0,54.9,29800000.0,2630.0
Vietnam,1990,6180.0,0.0,68000000.0,1910.0
Vietnam,1991,6320.0,0.0,69400000.0,1860.0
Vietnam,1992,6470.0,0.0,70900000.0,1920.0
Vietnam,1993,6630.0,0.0,72300000.0,2030.0
Vietnam,1994,6780.0,0.0,73700000.0,2060.0
Vietnam,1995,6910.0,0.0,74900000.0,2030.0
Vietnam,1996,7000.0,0.00013000000000000002,76100000.0,2020.0
Vietnam,1997,7080.0,0.00398,77100000.0,1990.0
Vietnam,1998,7170.0,0.0131,78100000.0,2110.0
Vietnam,1999,7250.0,0.129,79000000.0,2200.0
Vietnam,2000,7280.0,0.254,79900000.0,2240.0
Vietnam,2001,7350.0,1.27,80700000.0,2300.0
Vietnam,2002,7360.0,1.85,81500000.0,2360.0
Vietnam,2003,7390.0,3.78,82300000.0,2420.0
Vietnam,2004,7390.0,7.64,83100000.0,2480.0
Vietnam,2005,7410.0,12.7,83800000.0,2470.0
Vietnam,2006,7400.0,17.3,84600000.0,2480.0
Vietnam,2007,7360.0,20.8,85400000.0,2550.0
Vietnam,2008,7340.0,23.9,86200000.0,2620.0
Vietnam,2009,7390.0,26.6,87100000.0,2640.0
Vietnam,2010,7430.0,30.6,88000000.0,2680.0
Vietnam,2011,7480.0,35.1,88900000.0,2720.0
Vietnam,2012,7530.0,36.8,89800000.0,2710.0
Vietnam,2013,7590.0,38.5,90800000.0,2750.0
Yemen,1990,464.0,0.0,11700000.0,2050.0
Yemen,1991,493.0,0.0,12300000.0,2030.0
Yemen,1992,524.0,0.0,13000000.0,2110.0
Yemen,1993,559.0,0.0,13600000.0,2090.0
Yemen,1994,595.0,0.0,14300000.0,2050.0
Yemen,1995,628.0,0.0,14900000.0,2040.0
Yemen,1996,648.0,0.00062,15500000.0,2030.0
Yemen,1997,668.0,0.015,16000000.0,2050.0
Yemen,1998,691.0,0.0233,16500000.0,2070.0
Yemen,1999,723.0,0.0566,16900000.0,2080.0
Yemen,2000,754.0,0.0825,17400000.0,2090.0
Yemen,2001,787.0,0.0908,17900000.0,2070.0
Yemen,2002,824.0,0.519,18400000.0,2080.0
Yemen,2003,861.0,0.605,19000000.0,2070.0
Yemen,2004,898.0,0.8809999999999999,19500000.0,2070.0
Yemen,2005,931.0,1.05,20100000.0,2090.0
Yemen,2006,962.0,1.25,20700000.0,2120.0
Yemen,2007,997.0,5.01,21300000.0,2160.0
Yemen,2008,1030.0,6.89,21900000.0,2130.0
Yemen,2009,1070.0,9.96,22500000.0,2160.0
Yemen,2010,1110.0,12.3,23200000.0,2200.0
Yemen,2011,1160.0,14.9,23800000.0,2210.0
Yemen,2012,1210.0,17.4,24500000.0,2230.0
Yemen,2013,1260.0,20.0,25100000.0,2220.0
Zambia,1990,416.0,0.0,8040000.0,2080.0
Zambia,1991,464.0,0.0,8250000.0,2010.0
Zambia,1992,507.0,0.0,8450000.0,1980.0
Zambia,1993,554.0,0.0,8660000.0,1980.0
