country,year,suicide,internet,population,foodsupply
Romania,1992,2600.0,0.0,23400000.0,2840.0
Romania,1993,2700.0,0.0037,23300000.0,3000.0
Romania,1994,2800.0,0.0263,23100000.0,2930.0
Romania,1995,2870.0,0.075,23000000.0,3030.0
Romania,1996,2940.0,0.222,22800000.0,3060.0
Romania,1997,2950.0,0.445,22600000.0,3050.0
Romania,1998,2860.0,2.24,22500000.0,3070.0
Romania,1999,2780.0,2.7,22300000.0,3080.0
Romania,2000,2770.0,3.61,22100000.0,3140.0
Romania,2001,2840.0,4.54,22000000.0,3240.0
Romania,2002,2890.0,6.58,21900000.0,3320.0
Romania,2003,2870.0,8.9,21700000.0,3370.0
Romania,2004,2780.0,15.0,21600000.0,3350.0
Romania,2005,2750.0,21.5,21400000.0,3400.0
Romania,2006,2710.0,24.7,21200000.0,3430.0
Romania,2007,2670.0,28.3,21000000.0,3380.0
Romania,2008,2730.0,32.4,20800000.0,3400.0
Romania,2009,2730.0,36.6,20600000.0,3380.0
Romania,2010,2710.0,39.9,20500000.0,3330.0
Romania,2011,2530.0,40.0,20300000.0,3340.0
Romania,2012,2510.0,45.9,20200000.0,3340.0
Romania,2013,2480.0,49.8,20100000.0,3360.0
Russia,1990,46000.0,0.0,148000000.0,2938.6531986531986
Russia,1991,48100.0,0.0,148000000.0,2890.0
Russia,1992,55100.0,0.00067,148000000.0,2930.0
Russia,1993,67800.0,0.0135,148000000.0,2970.0
Russia,1994,76400.0,0.0538,148000000.0,2920.0
Russia,1995,75100.0,0.14800000000000002,148000000.0,2890.0
Russia,1996,69600.0,0.27,148000000.0,2790.0
Russia,1997,64700.0,0.473,148000000.0,2860.0
Russia,1998,64200.0,0.813,147000000.0,2860.0
Russia,1999,71100.0,1.02,147000000.0,2890.0
Russia,2000,74700.0,1.98,146000000.0,2880.0
Russia,2001,74400.0,2.94,146000000.0,2950.0
Russia,2002,74400.0,4.13,145000000.0,3030.0
Russia,2003,73700.0,8.3,145000000.0,3060.0
Russia,2004,72100.0,12.9,144000000.0,3110.0
Russia,2005,71300.0,15.2,144000000.0,3200.0
Russia,2006,65300.0,18.0,143000000.0,3250.0
Russia,2007,62300.0,24.7,143000000.0,3310.0
Russia,2008,60800.0,26.8,143000000.0,3310.0
Russia,2009,56700.0,29.0,143000000.0,3270.0
Russia,2010,55200.0,43.0,143000000.0,3300.0
Russia,2011,52900.0,49.0,144000000.0,3330.0
Russia,2012,50800.0,63.8,144000000.0,3370.0
Russia,2013,50200.0,68.0,144000000.0,3360.0
Rwanda,1990,581.0,0.0,7290000.0,1820.0
Rwanda,1991,593.0,0.0,7080000.0,1950.0
Rwanda,1992,582.0,0.0,6700000.0,1890.0
Rwanda,1993,568.0,0.0,6260000.0,1940.0
Rwanda,1994,566.0,0.0,5940000.0,1860.0
Rwanda,1995,576.0,0.0,5840000.0,1810.0
Rwanda,1996,600.0,0.00088,6010000.0,1770.0
Rwanda,1997,639.0,0.0016300000000000002,6420000.0,1720.0
Rwanda,1998,682.0,0.0118,6960000.0,1740.0
Rwanda,1999,704.0,0.0672,7500000.0,1740.0
Rwanda,2000,708.0,0.0628,7930000.0,1860.0
Rwanda,2001,687.0,0.24100000000000002,8230000.0,1910.0
Rwanda,2002,667.0,0.293,8430000.0,2090.0
Rwanda,2003,645.0,0.35700000000000004,8560000.0,2000.0
Rwanda,2004,633.0,0.431,8680000.0,1970.0
Rwanda,2005,625.0,0.556,8840000.0,2040.0
Rwanda,2006,625.0,0.556,9040000.0,2040.0
Rwanda,2007,624.0,2.12,9270000.0,2050.0
Rwanda,2008,619.0,4.5,9520000.0,2100.0
Rwanda,2009,615.0,7.7,9780000.0,2200.0
Rwanda,2010,615.0,8.0,10000000.0,2200.0
Rwanda,2011,626.0,7.0,10300000.0,2210.0
Rwanda,2012,632.0,8.02,10500000.0,2270.0
Rwanda,2013,645.0,9.0,10800000.0,2230.0
Samoa,1990,25.2,0.0,163000.0,2580.0
Samoa,1991,25.3,0.0,164000.0,2570.0
Samoa,1992,25.3,0.0,165000.0,2440.0
Samoa,1993,25.2,0.0,167000.0,2340.0
Samoa,1994,25.0,0.0,169000.0,2400.0
Samoa,1995,24.7,0.0,170000.0,2470.0
Samoa,1996,24.5,0.0,171000.0,2500.0
Samoa,1997,24.3,0.175,172000.0,2550.0
Samoa,1998,23.8,0.23,173000.0,2610.0
Samoa,1999,23.4,0.285,174000.0,2710.0
Samoa,2000,22.7,0.5660000000000001,174000.0,2770.0
Samoa,2001,22.4,1.69,175000.0,2820.0
Samoa,2002,22.1,2.24,176000.0,2820.0
Samoa,2003,21.8,2.8,177000.0,2830.0
Samoa,2004,21.6,3.08,179000.0,2880.0
Samoa,2005,21.4,3.35,180000.0,2890.0
Samoa,2006,21.3,4.47,181000.0,2860.0
Samoa,2007,21.4,4.75,182000.0,2850.0
Samoa,2008,20.8,5.03,183000.0,2910.0
Samoa,2009,20.9,6.0,185000.0,2880.0
Samoa,2010,21.0,7.0,186000.0,2910.0
Samoa,2011,21.1,11.0,187000.0,2880.0
Samoa,2012,21.2,12.9,189000.0,2960.0
Samoa,2013,21.4,15.3,191000.0,2960.0
Sao Tome and Principe,1990,1.91,0.0,119000.0,2210.0
Sao Tome and Principe,1991,1.93,0.0,122000.0,2230.0
Sao Tome and Principe,1992,1.94,0.0,125000.0,2190.0
Sao Tome and Principe,1993,1.97,0.0,127000.0,2190.0
Sao Tome and Principe,1994,1.96,0.0,129000.0,2230.0
Sao Tome and Principe,1995,1.99,0.0,132000.0,2110.0
Sao Tome and Principe,1996,2.08,0.0,134000.0,2170.0
Sao Tome and Principe,1997,2.14,0.0,136000.0,2190.0
Sao Tome and Principe,1998,2.2,0.29600000000000004,138000.0,2220.0
Sao Tome and Principe,1999,2.23,0.363,140000.0,2240.0
Sao Tome and Principe,2000,2.25,4.64,142000.0,2380.0
Sao Tome and Principe,2001,2.29,6.31,145000.0,2400.0
Sao Tome and Principe,2002,2.36,7.58,147000.0,2460.0
Sao Tome and Principe,2003,2.61,10.2,150000.0,2510.0
Sao Tome and Principe,2004,2.69,13.3,154000.0,2510.0
Sao Tome and Principe,2005,2.74,13.8,157000.0,2550.0
Sao Tome and Principe,2006,2.83,14.2,162000.0,2550.0
Sao Tome and Principe,2007,2.81,14.6,166000.0,2510.0
Sao Tome and Principe,2008,2.85,15.5,171000.0,2470.0
Sao Tome and Principe,2009,2.95,16.4,176000.0,2440.0
Sao Tome and Principe,2010,3.0,18.8,180000.0,2370.0
Sao Tome and Principe,2011,3.13,20.2,185000.0,2330.0
Sao Tome and Principe,2012,3.39,21.6,188000.0,2340.0
Sao Tome and Principe,2013,3.44,23.0,192000.0,2400.0
Saudi Arabia,1990,332.0,0.0,16200000.0,2870.0
Saudi Arabia,1991,346.0,0.0,16800000.0,2870.0
Saudi Arabia,1992,357.0,0.0,17300000.0,2780.0
Saudi Arabia,1993,369.0,0.0,17800000.0,2740.0
Saudi Arabia,1994,381.0,0.0,18200000.0,2700.0
Saudi Arabia,1995,389.0,0.011000000000000001,18600000.0,2850.0
Saudi Arabia,1996,404.0,0.0267,19000000.0,2910.0
Saudi Arabia,1997,447.0,0.0521,19400000.0,2980.0
Saudi Arabia,1998,461.0,0.10099999999999999,19800000.0,3010.0
Saudi Arabia,1999,483.0,0.494,20200000.0,3070.0
Saudi Arabia,2000,507.0,2.21,20700000.0,3110.0
Saudi Arabia,2001,533.0,4.68,21200000.0,3080.0
Saudi Arabia,2002,569.0,6.38,21800000.0,3020.0
Saudi Arabia,2003,600.0,8.0,22500000.0,3000.0
Saudi Arabia,2004,641.0,10.2,23100000.0,2960.0
Saudi Arabia,2005,680.0,12.7,23800000.0,2990.0
Saudi Arabia,2006,719.0,19.5,24500000.0,3050.0
Saudi Arabia,2007,761.0,30.0,25200000.0,3050.0
Saudi Arabia,2008,795.0,36.0,25900000.0,3010.0
Saudi Arabia,2009,846.0,38.0,26600000.0,3010.0
Saudi Arabia,2010,898.0,41.0,27400000.0,3120.0
Saudi Arabia,2011,991.0,47.5,28300000.0,3100.0
Saudi Arabia,2012,1030.0,54.0,29200000.0,3270.0
Saudi Arabia,2013,914.0,60.5,30100000.0,3260.0
Senegal,1990,425.0,0.0,7530000.0,2240.0
Senegal,1991,438.0,0.0,7760000.0,2240.0
Senegal,1992,457.0,0.0,7990000.0,2110.0
Senegal,1993,471.0,0.0,8230000.0,2230.0
Senegal,1994,501.0,0.0,8460000.0,2150.0
Senegal,1995,510.0,0.0006900000000000001,8690000.0,2170.0
Senegal,1996,519.0,0.0112,8910000.0,2110.0
Senegal,1997,537.0,0.0273,9130000.0,2110.0
Senegal,1998,561.0,0.0799,9350000.0,2110.0
Senegal,1999,598.0,0.311,9570000.0,2150.0
Senegal,2000,614.0,0.40399999999999997,9800000.0,2160.0
Senegal,2001,636.0,0.9840000000000001,10000000.0,2170.0
Senegal,2002,654.0,1.01,10300000.0,2140.0
Senegal,2003,669.0,2.1,10500000.0,2220.0
Senegal,2004,696.0,4.39,10800000.0,2250.0
Senegal,2005,727.0,4.79,11100000.0,2240.0
Senegal,2006,749.0,5.61,11400000.0,2310.0
Senegal,2007,781.0,6.89,11700000.0,2340.0
Senegal,2008,802.0,7.12,12000000.0,2440.0
Senegal,2009,822.0,7.5,12300000.0,2450.0
Senegal,2010,848.0,8.0,12700000.0,2440.0
Senegal,2011,877.0,9.8,13000000.0,2430.0
Senegal,2012,908.0,10.8,13400000.0,2440.0
Senegal,2013,942.0,13.1,13800000.0,2460.0
Sierra Leone,1990,151.0,0.0,4320000.0,1950.0
Sierra Leone,1991,152.0,0.0,4350000.0,1990.0
Sierra Leone,1992,154.0,0.0,4350000.0,2020.0
Sierra Leone,1993,153.0,0.0,4330000.0,2040.0
Sierra Leone,1994,154.0,0.0,4310000.0,2120.0
Sierra Leone,1995,158.0,0.0,4300000.0,2140.0
Sierra Leone,1996,160.0,0.00251,4310000.0,2180.0
Sierra Leone,1997,170.0,0.00499,4340000.0,2200.0
Sierra Leone,1998,171.0,0.0148,4380000.0,2150.0
Sierra Leone,1999,176.0,0.0485,4460000.0,2070.0
Sierra Leone,2000,180.0,0.11800000000000001,4580000.0,1990.0
Sierra Leone,2001,190.0,0.16,4750000.0,2000.0
Sierra Leone,2002,207.0,0.17600000000000002,4970000.0,2050.0
Sierra Leone,2003,218.0,0.19,5200000.0,2030.0
Sierra Leone,2004,228.0,0.203,5430000.0,2020.0
Sierra Leone,2005,240.0,0.215,5650000.0,2080.0
Sierra Leone,2006,248.0,0.228,5830000.0,2160.0
Sierra Leone,2007,258.0,0.24,5990000.0,2190.0
Sierra Leone,2008,267.0,0.25,6130000.0,2200.0
Sierra Leone,2009,276.0,0.26,6270000.0,2250.0
Sierra Leone,2010,285.0,0.58,6420000.0,2280.0
Sierra Leone,2011,289.0,0.9,6560000.0,2340.0
Sierra Leone,2012,300.0,2.5,6710000.0,2370.0
Sierra Leone,2013,306.0,4.0,6860000.0,2400.0
Slovenia,1990,665.0,0.0,2010000.0,2348.201438848921
Slovenia,1991,676.0,0.0,2010000.0,2400.0
Slovenia,1992,673.0,0.0,2010000.0,2590.0
Slovenia,1993,681.0,0.41,2000000.0,2780.0
Slovenia,1994,674.0,1.07,2000000.0,2840.0
Slovenia,1995,654.0,2.9,1990000.0,2910.0
Slovenia,1996,656.0,5.07,1990000.0,3050.0
Slovenia,1997,655.0,7.59,1990000.0,2930.0
Slovenia,1998,657.0,10.1,1990000.0,2850.0
Slovenia,1999,651.0,12.6,1990000.0,3060.0
Slovenia,2000,638.0,15.1,1990000.0,3060.0
Slovenia,2001,627.0,30.2,1990000.0,3060.0
Slovenia,2002,608.0,27.8,1990000.0,3080.0
Slovenia,2003,602.0,31.9,1990000.0,3110.0
Slovenia,2004,581.0,40.8,1990000.0,3160.0
Slovenia,2005,562.0,46.8,1990000.0,3070.0
Slovenia,2006,553.0,54.0,2000000.0,3120.0
Slovenia,2007,528.0,56.7,2010000.0,3140.0
Slovenia,2008,501.0,58.0,2020000.0,3160.0
Slovenia,2009,491.0,64.0,2030000.0,3180.0
Slovenia,2010,476.0,70.0,2040000.0,3180.0
Slovenia,2011,466.0,67.3,2050000.0,3170.0
Slovenia,2012,464.0,68.3,2060000.0,3160.0
Slovenia,2013,460.0,72.7,2060000.0,3170.0
Solomon Islands,1990,47.0,0.0,312000.0,2110.0
Solomon Islands,1991,48.8,0.0,321000.0,2180.0
Solomon Islands,1992,50.6,0.0,330000.0,2180.0
Solomon Islands,1993,52.5,0.0,340000.0,2160.0
Solomon Islands,1994,54.6,0.0,349000.0,2290.0
Solomon Islands,1995,56.1,0.0249,359000.0,2380.0
Solomon Islands,1996,58.3,0.26899999999999996,370000.0,2310.0
Solomon Islands,1997,61.9,0.392,380000.0,2410.0
Solomon Islands,1998,64.2,0.508,391000.0,2390.0
Solomon Islands,1999,66.3,0.495,402000.0,2310.0
Solomon Islands,2000,65.9,0.48100000000000004,413000.0,2350.0
Solomon Islands,2001,67.4,0.469,424000.0,2320.0
Solomon Islands,2002,69.1,0.502,435000.0,2390.0
Solomon Islands,2003,70.8,0.556,447000.0,2410.0
Solomon Islands,2004,72.2,0.65,459000.0,2400.0
Solomon Islands,2005,74.0,0.8440000000000001,470000.0,2430.0
Solomon Islands,2006,76.3,1.65,481000.0,2460.0
Solomon Islands,2007,79.3,2.0,492000.0,2420.0
Solomon Islands,2008,81.2,3.0,503000.0,2480.0
Solomon Islands,2009,83.0,4.0,515000.0,2450.0
Solomon Islands,2010,84.1,5.0,528000.0,2480.0
Solomon Islands,2011,85.0,6.0,542000.0,2490.0
Solomon Islands,2012,86.0,7.0,556000.0,2420.0
Solomon Islands,2013,87.4,8.0,571000.0,2390.0
South Africa,1990,6170.0,0.0,36800000.0,2830.0
South Africa,1991,6350.0,0.0133,37700000.0,2820.0
South Africa,1992,6600.0,0.0389,38700000.0,2800.0
South Africa,1993,6520.0,0.114,39600000.0,2840.0
South Africa,1994,6630.0,0.247,40600000.0,2830.0
South Africa,1995,6620.0,0.677,41400000.0,2810.0
South Africa,1996,6750.0,0.8420000000000001,42200000.0,2800.0
South Africa,1997,7190.0,1.63,43000000.0,2820.0
South Africa,1998,7360.0,2.91,43700000.0,2850.0
South Africa,1999,7740.0,4.12,44300000.0,2840.0
South Africa,2000,8520.0,5.35,45000000.0,2890.0
South Africa,2001,8530.0,6.35,45600000.0,2910.0
South Africa,2002,8790.0,6.71,46200000.0,2910.0
South Africa,2003,8970.0,7.01,46700000.0,2930.0
South Africa,2004,9000.0,8.43,47300000.0,2940.0
South Africa,2005,8930.0,7.49,47900000.0,2950.0
South Africa,2006,8830.0,7.61,48500000.0,2930.0
South Africa,2007,8420.0,8.07,49100000.0,2920.0
South Africa,2008,8020.0,8.43,49800000.0,2920.0
South Africa,2009,7740.0,10.0,50500000.0,2940.0
South Africa,2010,7470.0,24.0,51200000.0,2990.0
South Africa,2011,7190.0,34.0,52000000.0,3000.0
South Africa,2012,6920.0,41.0,52800000.0,3010.0
South Africa,2013,6870.0,46.5,53700000.0,3020.0
South Korea,1990,5720.0,0.0233,42900000.0,2960.0
South Korea,1991,5760.0,0.0461,43400000.0,2950.0
South Korea,1992,5880.0,0.0984,43800000.0,3000.0
South Korea,1993,6060.0,0.25,44300000.0,2960.0
South Korea,1994,6330.0,0.311,44800000.0,2980.0
South Korea,1995,6680.0,0.82,45300000.0,3020.0
South Korea,1996,7140.0,1.62,45800000.0,3060.0
South Korea,1997,7640.0,3.6,46200000.0,3070.0
South Korea,1998,8340.0,6.78,46600000.0,2980.0
South Korea,1999,8900.0,23.6,47000000.0,3100.0
South Korea,2000,9490.0,44.7,47400000.0,3090.0
South Korea,2001,10300.0,56.6,47700000.0,3080.0
South Korea,2002,11100.0,59.4,48000000.0,3080.0
South Korea,2003,11900.0,65.5,48300000.0,3060.0
South Korea,2004,12600.0,72.7,48500000.0,3100.0
South Korea,2005,13300.0,73.5,48700000.0,3100.0
South Korea,2006,13700.0,78.1,48900000.0,3110.0
South Korea,2007,14300.0,78.8,49000000.0,3140.0
South Korea,2008,14900.0,81.0,49200000.0,3190.0
South Korea,2009,15500.0,81.6,49300000.0,3200.0
South Korea,2010,16000.0,83.7,49500000.0,3280.0
South Korea,2011,15900.0,83.8,49800000.0,3350.0
South Korea,2012,15900.0,84.1,50100000.0,3330.0
South Korea,2013,15800.0,84.8,50300000.0,3330.0
Spain,1990,3480.0,0.0129,39200000.0,3260.0
Spain,1991,3510.0,0.0257,39300000.0,3410.0
Spain,1992,3500.0,0.0769,39400000.0,3410.0
Spain,1993,3540.0,0.128,39500000.0,3310.0
Spain,1994,3550.0,0.28,39700000.0,3300.0
Spain,1995,3550.0,0.381,39800000.0,3220.0
Spain,1996,3580.0,1.33,39900000.0,3360.0
Spain,1997,3670.0,2.8,40000000.0,3300.0
Spain,1998,3690.0,4.36,40200000.0,3340.0
Spain,1999,3670.0,7.09,40500000.0,3330.0
Spain,2000,3680.0,13.6,40800000.0,3360.0
Spain,2001,3670.0,18.1,41300000.0,3330.0
Spain,2002,3720.0,20.4,41900000.0,3360.0
Spain,2003,3780.0,39.9,42600000.0,3300.0
Spain,2004,3800.0,44.0,43300000.0,3250.0
Spain,2005,3810.0,47.9,44000000.0,3220.0
Spain,2006,3810.0,50.4,44700000.0,3230.0
Spain,2007,3830.0,55.1,45400000.0,3220.0
Spain,2008,3850.0,59.6,46100000.0,3210.0
Spain,2009,3830.0,62.4,46600000.0,3210.0
Spain,2010,3780.0,65.8,46900000.0,3180.0
Spain,2011,3780.0,67.1,47100000.0,3190.0
Spain,2012,3830.0,69.8,47100000.0,3170.0
Spain,2013,3800.0,71.6,46900000.0,3170.0
Sri Lanka,1990,6360.0,0.0,17300000.0,2170.0
Sri Lanka,1991,6440.0,0.0,17500000.0,2190.0
Sri Lanka,1992,6580.0,0.0,17700000.0,2150.0
Sri Lanka,1993,6770.0,0.0,17900000.0,2100.0
Sri Lanka,1994,7080.0,0.00277,18100000.0,2290.0
Sri Lanka,1995,7390.0,0.00548,18200000.0,2220.0
Sri Lanka,1996,7640.0,0.0545,18400000.0,2240.0
Sri Lanka,1997,7980.0,0.162,18500000.0,2270.0
Sri Lanka,1998,8010.0,0.29600000000000004,18600000.0,2300.0
Sri Lanka,1999,7830.0,0.348,18700000.0,2380.0
Sri Lanka,2000,7510.0,0.647,18800000.0,2320.0
Sri Lanka,2001,7180.0,0.794,18900000.0,2360.0
Sri Lanka,2002,6820.0,1.05,19100000.0,2330.0
Sri Lanka,2003,6510.0,1.46,19200000.0,2330.0
Sri Lanka,2004,6220.0,1.45,19400000.0,2350.0
Sri Lanka,2005,6010.0,1.79,19500000.0,2350.0
Sri Lanka,2006,5670.0,2.54,19700000.0,2380.0
Sri Lanka,2007,5420.0,3.88,19800000.0,2380.0
Sri Lanka,2008,5220.0,5.8,20000000.0,2440.0
Sri Lanka,2009,4980.0,8.78,20100000.0,2450.0
Sri Lanka,2010,4860.0,12.0,20300000.0,2470.0
Sri Lanka,2011,4870.0,15.0,20400000.0,2490.0
Sri Lanka,2012,4870.0,18.3,20500000.0,2510.0
Sri Lanka,2013,4890.0,21.9,20700000.0,2540.0
St. Lucia,1990,7.79,0.0,138000.0,2500.0
St. Lucia,1991,8.13,0.0,140000.0,2570.0
St. Lucia,1992,8.36,0.0,142000.0,2690.0
St. Lucia,1993,8.46,0.0,143000.0,2680.0
St. Lucia,1994,8.51,0.0,145000.0,2730.0
St. Lucia,1995,8.71,0.306,147000.0,2670.0
St. Lucia,1996,8.42,0.67,149000.0,2670.0
St. Lucia,1997,8.43,0.992,151000.0,2740.0
St. Lucia,1998,9.01,1.3,153000.0,2680.0
St. Lucia,1999,9.31,1.93,155000.0,2710.0
St. Lucia,2000,9.19,5.09,157000.0,2710.0
St. Lucia,2001,9.31,8.18,158000.0,2610.0
St. Lucia,2002,9.48,14.6,159000.0,2680.0
St. Lucia,2003,9.89,21.0,161000.0,2640.0
St. Lucia,2004,10.4,21.4,162000.0,2650.0
St. Lucia,2005,10.7,21.6,163000.0,2650.0
St. Lucia,2006,10.9,24.5,165000.0,2630.0
St. Lucia,2007,11.2,27.9,168000.0,2590.0
St. Lucia,2008,11.6,30.0,170000.0,2560.0
St. Lucia,2009,11.9,31.0,172000.0,2580.0
St. Lucia,2010,12.1,32.5,174000.0,2600.0
St. Lucia,2011,12.7,34.0,176000.0,2580.0
St. Lucia,2012,12.7,34.8,177000.0,2580.0
St. Lucia,2013,12.7,36.0,178000.0,2600.0
St. Vincent and the Grenadines,1990,5.15,0.0,107000.0,2330.0
St. Vincent and the Grenadines,1991,5.32,0.0,108000.0,2370.0
St. Vincent and the Grenadines,1992,5.52,0.0,108000.0,2350.0
St. Vincent and the Grenadines,1993,5.72,0.0,108000.0,2460.0
St. Vincent and the Grenadines,1994,5.93,0.0,108000.0,2330.0
St. Vincent and the Grenadines,1995,6.15,0.129,108000.0,2330.0
St. Vincent and the Grenadines,1996,6.04,0.483,108000.0,2330.0
St. Vincent and the Grenadines,1997,6.21,0.9259999999999999,108000.0,2310.0
St. Vincent and the Grenadines,1998,6.75,1.85,108000.0,2380.0
St. Vincent and the Grenadines,1999,7.01,2.78,108000.0,2470.0
St. Vincent and the Grenadines,2000,6.76,3.25,108000.0,2500.0
St. Vincent and the Grenadines,2001,7.35,5.09,108000.0,2470.0
St. Vincent and the Grenadines,2002,7.34,5.55,108000.0,2660.0
St. Vincent and the Grenadines,2003,7.45,6.46,108000.0,2690.0
St. Vincent and the Grenadines,2004,7.56,7.37,109000.0,2710.0
St. Vincent and the Grenadines,2005,7.57,9.2,109000.0,2780.0
St. Vincent and the Grenadines,2006,7.66,12.0,109000.0,2800.0
St. Vincent and the Grenadines,2007,7.73,16.0,109000.0,2830.0
St. Vincent and the Grenadines,2008,7.83,21.0,108000.0,2870.0
St. Vincent and the Grenadines,2009,7.95,31.0,108000.0,2870.0
St. Vincent and the Grenadines,2010,8.14,33.7,108000.0,2910.0
St. Vincent and the Grenadines,2011,8.36,36.7,108000.0,2940.0
St. Vincent and the Grenadines,2012,8.51,40.0,108000.0,2930.0
St. Vincent and the Grenadines,2013,8.47,43.5,109000.0,2970.0
Sudan,1990,726.0,0.0,20100000.0,1930.0
Sudan,1991,770.0,0.0,20900000.0,2040.0
Sudan,1992,815.0,0.0,21700000.0,2020.0
Sudan,1993,862.0,0.0,22500000.0,2100.0
Sudan,1994,909.0,0.0,23300000.0,2140.0
Sudan,1995,953.0,0.0,24100000.0,2170.0
Sudan,1996,987.0,0.0,24800000.0,2160.0
Sudan,1997,1010.0,0.00123,25400000.0,2150.0
Sudan,1998,1030.0,0.00481,26000000.0,2170.0
Sudan,1999,1070.0,0.008790000000000001,26600000.0,2180.0
Sudan,2000,1110.0,0.0258,27300000.0,2210.0
Sudan,2001,1140.0,0.14,28000000.0,2250.0
Sudan,2002,1170.0,0.439,28700000.0,2280.0
Sudan,2003,1190.0,0.5379999999999999,29500000.0,2280.0
Sudan,2004,1230.0,0.792,30200000.0,2270.0
Sudan,2005,1270.0,1.29,30900000.0,2300.0
Sudan,2006,1310.0,1.29,31700000.0,2330.0
Sudan,2007,1350.0,8.66,32400000.0,2340.0
Sudan,2008,1390.0,8.66,33100000.0,2340.0
Sudan,2009,1430.0,8.66,33800000.0,2350.0
Sudan,2010,1450.0,16.7,34500000.0,2320.0
Sudan,2011,1490.0,17.5,35300000.0,2350.0
Sudan,2012,1550.0,21.0,36200000.0,2300.0
Sudan,2013,1600.0,22.7,37100000.0,2340.0
Suriname,1990,65.6,0.0,405000.0,2450.0
Suriname,1991,69.0,0.0,413000.0,2550.0
Suriname,1992,72.4,0.0,421000.0,2510.0
Suriname,1993,75.4,0.0,428000.0,2540.0
Suriname,1994,76.8,0.0,435000.0,2510.0
Suriname,1995,77.1,0.115,442000.0,2550.0
Suriname,1996,78.1,0.226,448000.0,2590.0
Suriname,1997,80.1,1.0,454000.0,2540.0
Suriname,1998,82.0,1.67,460000.0,2560.0
Suriname,1999,86.1,1.89,465000.0,2490.0
Suriname,2000,89.4,2.51,471000.0,2550.0
Suriname,2001,95.2,3.06,477000.0,2510.0
Suriname,2002,99.9,4.16,482000.0,2560.0
Suriname,2003,105.0,4.72,488000.0,2560.0
Suriname,2004,107.0,6.08,494000.0,2560.0
Suriname,2005,110.0,6.4,499000.0,2610.0
Suriname,2006,114.0,9.5,505000.0,2630.0
Suriname,2007,117.0,14.1,511000.0,2670.0
Suriname,2008,123.0,21.1,517000.0,2650.0
Suriname,2009,125.0,31.4,523000.0,2740.0
Suriname,2010,129.0,31.6,529000.0,2800.0
Suriname,2011,131.0,32.0,535000.0,2710.0
Suriname,2012,132.0,34.7,541000.0,2730.0
Suriname,2013,134.0,37.4,547000.0,2750.0
Sweden,1990,1840.0,0.584,8570000.0,2970.0
Sweden,1991,1830.0,1.16,8630000.0,2940.0
Sweden,1992,1770.0,1.5,8690000.0,3050.0
Sweden,1993,1740.0,1.72,8750000.0,3140.0
Sweden,1994,1700.0,3.41,8800000.0,3090.0
Sweden,1995,1660.0,5.1,8840000.0,3090.0
Sweden,1996,1590.0,9.04,8860000.0,3040.0
Sweden,1997,1520.0,23.7,8870000.0,3090.0
Sweden,1998,1490.0,33.5,8870000.0,3060.0
Sweden,1999,1460.0,41.4,8870000.0,3120.0
Sweden,2000,1430.0,45.7,8880000.0,3100.0
Sweden,2001,1420.0,51.8,8900000.0,3120.0
Sweden,2002,1400.0,70.6,8920000.0,3130.0
Sweden,2003,1390.0,79.1,8950000.0,3120.0
Sweden,2004,1400.0,83.9,8990000.0,3150.0
Sweden,2005,1390.0,84.8,9040000.0,3120.0
Sweden,2006,1380.0,87.8,9100000.0,3090.0
Sweden,2007,1390.0,82.0,9160000.0,3090.0
Sweden,2008,1400.0,90.0,9240000.0,3130.0
Sweden,2009,1400.0,91.0,9310000.0,3130.0
Sweden,2010,1380.0,90.0,9390000.0,3150.0
Sweden,2011,1380.0,92.8,9470000.0,3160.0
Sweden,2012,1390.0,93.2,9540000.0,3170.0
Sweden,2013,1400.0,94.8,9620000.0,3180.0
Switzerland,1990,1860.0,0.596,6650000.0,3440.0
Switzerland,1991,1900.0,1.18,6720000.0,3350.0
Switzerland,1992,1880.0,1.75,6790000.0,3420.0
Switzerland,1993,1850.0,2.17,6870000.0,3360.0
Switzerland,1994,1830.0,2.72,6940000.0,3330.0
Switzerland,1995,1730.0,3.55,7000000.0,3310.0
Switzerland,1996,1680.0,4.55,7040000.0,3340.0
Switzerland,1997,1630.0,15.1,7070000.0,3320.0
Switzerland,1998,1610.0,24.8,7090000.0,3330.0
Switzerland,1999,1570.0,34.0,7120000.0,3320.0
Switzerland,2000,1570.0,47.1,7140000.0,3440.0
Switzerland,2001,1560.0,55.1,7180000.0,3380.0
Switzerland,2002,1570.0,61.4,7220000.0,3440.0
Switzerland,2003,1530.0,65.1,7270000.0,3430.0
Switzerland,2004,1500.0,67.8,7320000.0,3410.0
Switzerland,2005,1470.0,70.1,7390000.0,3390.0
Switzerland,2006,1450.0,75.7,7460000.0,3430.0
Switzerland,2007,1430.0,77.2,7540000.0,3430.0
Switzerland,2008,1400.0,79.2,7620000.0,3450.0
Switzerland,2009,1360.0,81.3,7710000.0,3470.0
Switzerland,2010,1320.0,83.9,7810000.0,3450.0
Switzerland,2011,1300.0,85.2,7910000.0,3490.0
Switzerland,2012,1290.0,85.2,8010000.0,3380.0
Switzerland,2013,1290.0,86.3,8110000.0,3390.0
Tajikistan,1990,274.0,0.0,5280000.0,2069.227053140097
Tajikistan,1991,277.0,0.0,5400000.0,2030.0
Tajikistan,1992,285.0,0.0,5500000.0,2050.0
Tajikistan,1993,286.0,0.0,5590000.0,2070.0
